MAC,Description,Serial,OSDComputerName,AssetTag
00:24:45:E1:58:14435,Computer14435,Serial14435,Computer14435,Asset-Tag14435
00:24:45:E1:58:14436,Computer14436,Serial14436,Computer14436,Asset-Tag14436
00:24:45:E1:58:14437,Computer14437,Serial14437,Computer14437,Asset-Tag14437
00:24:45:E1:58:14438,Computer14438,Serial14438,Computer14438,Asset-Tag14438
00:24:45:E1:58:14439,Computer14439,Serial14439,Computer14439,Asset-Tag14439
00:24:45:E1:58:14440,Computer14440,Serial14440,Computer14440,Asset-Tag14440
00:24:45:E1:58:14441,Computer14441,Serial14441,Computer14441,Asset-Tag14441
00:24:45:E1:58:14442,Computer14442,Serial14442,Computer14442,Asset-Tag14442
00:24:45:E1:58:14443,Computer14443,Serial14443,Computer14443,Asset-Tag14443
00:24:45:E1:58:14444,Computer14444,Serial14444,Computer14444,Asset-Tag14444
00:24:45:E1:58:14445,Computer14445,Serial14445,Computer14445,Asset-Tag14445
00:24:45:E1:58:14446,Computer14446,Serial14446,Computer14446,Asset-Tag14446
00:24:45:E1:58:14447,Computer14447,Serial14447,Computer14447,Asset-Tag14447
00:24:45:E1:58:14448,Computer14448,Serial14448,Computer14448,Asset-Tag14448
00:24:45:E1:58:14449,Computer14449,Serial14449,Computer14449,Asset-Tag14449
00:24:45:E1:58:14450,Computer14450,Serial14450,Computer14450,Asset-Tag14450
00:24:45:E1:58:14451,Computer14451,Serial14451,Computer14451,Asset-Tag14451
00:24:45:E1:58:14452,Computer14452,Serial14452,Computer14452,Asset-Tag14452
00:24:45:E1:58:14453,Computer14453,Serial14453,Computer14453,Asset-Tag14453
00:24:45:E1:58:14454,Computer14454,Serial14454,Computer14454,Asset-Tag14454
00:24:45:E1:58:14455,Computer14455,Serial14455,Computer14455,Asset-Tag14455
00:24:45:E1:58:14456,Computer14456,Serial14456,Computer14456,Asset-Tag14456
00:24:45:E1:58:14457,Computer14457,Serial14457,Computer14457,Asset-Tag14457
00:24:45:E1:58:14458,Computer14458,Serial14458,Computer14458,Asset-Tag14458
00:24:45:E1:58:14459,Computer14459,Serial14459,Computer14459,Asset-Tag14459
00:24:45:E1:58:14460,Computer14460,Serial14460,Computer14460,Asset-Tag14460
00:24:45:E1:58:14461,Computer14461,Serial14461,Computer14461,Asset-Tag14461
00:24:45:E1:58:14462,Computer14462,Serial14462,Computer14462,Asset-Tag14462
00:24:45:E1:58:14463,Computer14463,Serial14463,Computer14463,Asset-Tag14463
00:24:45:E1:58:14464,Computer14464,Serial14464,Computer14464,Asset-Tag14464
00:24:45:E1:58:14465,Computer14465,Serial14465,Computer14465,Asset-Tag14465
00:24:45:E1:58:14466,Computer14466,Serial14466,Computer14466,Asset-Tag14466
00:24:45:E1:58:14467,Computer14467,Serial14467,Computer14467,Asset-Tag14467
00:24:45:E1:58:14468,Computer14468,Serial14468,Computer14468,Asset-Tag14468
00:24:45:E1:58:14469,Computer14469,Serial14469,Computer14469,Asset-Tag14469
00:24:45:E1:58:14470,Computer14470,Serial14470,Computer14470,Asset-Tag14470
00:24:45:E1:58:14471,Computer14471,Serial14471,Computer14471,Asset-Tag14471
00:24:45:E1:58:14472,Computer14472,Serial14472,Computer14472,Asset-Tag14472
00:24:45:E1:58:14473,Computer14473,Serial14473,Computer14473,Asset-Tag14473
00:24:45:E1:58:14474,Computer14474,Serial14474,Computer14474,Asset-Tag14474
00:24:45:E1:58:14475,Computer14475,Serial14475,Computer14475,Asset-Tag14475
00:24:45:E1:58:14476,Computer14476,Serial14476,Computer14476,Asset-Tag14476
00:24:45:E1:58:14477,Computer14477,Serial14477,Computer14477,Asset-Tag14477
00:24:45:E1:58:14478,Computer14478,Serial14478,Computer14478,Asset-Tag14478
00:24:45:E1:58:14479,Computer14479,Serial14479,Computer14479,Asset-Tag14479
00:24:45:E1:58:14480,Computer14480,Serial14480,Computer14480,Asset-Tag14480
00:24:45:E1:58:14481,Computer14481,Serial14481,Computer14481,Asset-Tag14481
00:24:45:E1:58:14482,Computer14482,Serial14482,Computer14482,Asset-Tag14482
00:24:45:E1:58:14483,Computer14483,Serial14483,Computer14483,Asset-Tag14483
00:24:45:E1:58:14484,Computer14484,Serial14484,Computer14484,Asset-Tag14484
00:24:45:E1:58:14485,Computer14485,Serial14485,Computer14485,Asset-Tag14485
00:24:45:E1:58:14486,Computer14486,Serial14486,Computer14486,Asset-Tag14486
00:24:45:E1:58:14487,Computer14487,Serial14487,Computer14487,Asset-Tag14487
00:24:45:E1:58:14488,Computer14488,Serial14488,Computer14488,Asset-Tag14488
00:24:45:E1:58:14489,Computer14489,Serial14489,Computer14489,Asset-Tag14489
00:24:45:E1:58:14490,Computer14490,Serial14490,Computer14490,Asset-Tag14490
00:24:45:E1:58:14491,Computer14491,Serial14491,Computer14491,Asset-Tag14491
00:24:45:E1:58:14492,Computer14492,Serial14492,Computer14492,Asset-Tag14492
00:24:45:E1:58:14493,Computer14493,Serial14493,Computer14493,Asset-Tag14493
00:24:45:E1:58:14494,Computer14494,Serial14494,Computer14494,Asset-Tag14494
00:24:45:E1:58:14495,Computer14495,Serial14495,Computer14495,Asset-Tag14495
00:24:45:E1:58:14496,Computer14496,Serial14496,Computer14496,Asset-Tag14496
00:24:45:E1:58:14497,Computer14497,Serial14497,Computer14497,Asset-Tag14497
00:24:45:E1:58:14498,Computer14498,Serial14498,Computer14498,Asset-Tag14498
00:24:45:E1:58:14499,Computer14499,Serial14499,Computer14499,Asset-Tag14499
00:24:45:E1:58:14500,Computer14500,Serial14500,Computer14500,Asset-Tag14500
00:24:45:E1:58:14501,Computer14501,Serial14501,Computer14501,Asset-Tag14501
00:24:45:E1:58:14502,Computer14502,Serial14502,Computer14502,Asset-Tag14502
00:24:45:E1:58:14503,Computer14503,Serial14503,Computer14503,Asset-Tag14503
00:24:45:E1:58:14504,Computer14504,Serial14504,Computer14504,Asset-Tag14504
00:24:45:E1:58:14505,Computer14505,Serial14505,Computer14505,Asset-Tag14505
00:24:45:E1:58:14506,Computer14506,Serial14506,Computer14506,Asset-Tag14506
00:24:45:E1:58:14507,Computer14507,Serial14507,Computer14507,Asset-Tag14507
00:24:45:E1:58:14508,Computer14508,Serial14508,Computer14508,Asset-Tag14508
00:24:45:E1:58:14509,Computer14509,Serial14509,Computer14509,Asset-Tag14509
00:24:45:E1:58:14510,Computer14510,Serial14510,Computer14510,Asset-Tag14510
00:24:45:E1:58:14511,Computer14511,Serial14511,Computer14511,Asset-Tag14511
00:24:45:E1:58:14512,Computer14512,Serial14512,Computer14512,Asset-Tag14512
00:24:45:E1:58:14513,Computer14513,Serial14513,Computer14513,Asset-Tag14513
00:24:45:E1:58:14514,Computer14514,Serial14514,Computer14514,Asset-Tag14514
00:24:45:E1:58:14515,Computer14515,Serial14515,Computer14515,Asset-Tag14515
00:24:45:E1:58:14516,Computer14516,Serial14516,Computer14516,Asset-Tag14516
00:24:45:E1:58:14517,Computer14517,Serial14517,Computer14517,Asset-Tag14517
00:24:45:E1:58:14518,Computer14518,Serial14518,Computer14518,Asset-Tag14518
00:24:45:E1:58:14519,Computer14519,Serial14519,Computer14519,Asset-Tag14519
00:24:45:E1:58:14520,Computer14520,Serial14520,Computer14520,Asset-Tag14520
00:24:45:E1:58:14521,Computer14521,Serial14521,Computer14521,Asset-Tag14521
00:24:45:E1:58:14522,Computer14522,Serial14522,Computer14522,Asset-Tag14522
00:24:45:E1:58:14523,Computer14523,Serial14523,Computer14523,Asset-Tag14523
00:24:45:E1:58:14524,Computer14524,Serial14524,Computer14524,Asset-Tag14524
00:24:45:E1:58:14525,Computer14525,Serial14525,Computer14525,Asset-Tag14525
00:24:45:E1:58:14526,Computer14526,Serial14526,Computer14526,Asset-Tag14526
00:24:45:E1:58:14527,Computer14527,Serial14527,Computer14527,Asset-Tag14527
00:24:45:E1:58:14528,Computer14528,Serial14528,Computer14528,Asset-Tag14528
00:24:45:E1:58:14529,Computer14529,Serial14529,Computer14529,Asset-Tag14529
00:24:45:E1:58:14530,Computer14530,Serial14530,Computer14530,Asset-Tag14530
00:24:45:E1:58:14531,Computer14531,Serial14531,Computer14531,Asset-Tag14531
00:24:45:E1:58:14532,Computer14532,Serial14532,Computer14532,Asset-Tag14532
00:24:45:E1:58:14533,Computer14533,Serial14533,Computer14533,Asset-Tag14533
00:24:45:E1:58:14534,Computer14534,Serial14534,Computer14534,Asset-Tag14534
00:24:45:E1:58:14535,Computer14535,Serial14535,Computer14535,Asset-Tag14535
00:24:45:E1:58:14536,Computer14536,Serial14536,Computer14536,Asset-Tag14536
00:24:45:E1:58:14537,Computer14537,Serial14537,Computer14537,Asset-Tag14537
00:24:45:E1:58:14538,Computer14538,Serial14538,Computer14538,Asset-Tag14538
00:24:45:E1:58:14539,Computer14539,Serial14539,Computer14539,Asset-Tag14539
00:24:45:E1:58:14540,Computer14540,Serial14540,Computer14540,Asset-Tag14540
00:24:45:E1:58:14541,Computer14541,Serial14541,Computer14541,Asset-Tag14541
00:24:45:E1:58:14542,Computer14542,Serial14542,Computer14542,Asset-Tag14542
00:24:45:E1:58:14543,Computer14543,Serial14543,Computer14543,Asset-Tag14543
00:24:45:E1:58:14544,Computer14544,Serial14544,Computer14544,Asset-Tag14544
00:24:45:E1:58:14545,Computer14545,Serial14545,Computer14545,Asset-Tag14545
00:24:45:E1:58:14546,Computer14546,Serial14546,Computer14546,Asset-Tag14546
00:24:45:E1:58:14547,Computer14547,Serial14547,Computer14547,Asset-Tag14547
00:24:45:E1:58:14548,Computer14548,Serial14548,Computer14548,Asset-Tag14548
00:24:45:E1:58:14549,Computer14549,Serial14549,Computer14549,Asset-Tag14549
00:24:45:E1:58:14550,Computer14550,Serial14550,Computer14550,Asset-Tag14550
00:24:45:E1:58:14551,Computer14551,Serial14551,Computer14551,Asset-Tag14551
00:24:45:E1:58:14552,Computer14552,Serial14552,Computer14552,Asset-Tag14552
00:24:45:E1:58:14553,Computer14553,Serial14553,Computer14553,Asset-Tag14553
00:24:45:E1:58:14554,Computer14554,Serial14554,Computer14554,Asset-Tag14554
00:24:45:E1:58:14555,Computer14555,Serial14555,Computer14555,Asset-Tag14555
00:24:45:E1:58:14556,Computer14556,Serial14556,Computer14556,Asset-Tag14556
00:24:45:E1:58:14557,Computer14557,Serial14557,Computer14557,Asset-Tag14557
00:24:45:E1:58:14558,Computer14558,Serial14558,Computer14558,Asset-Tag14558
00:24:45:E1:58:14559,Computer14559,Serial14559,Computer14559,Asset-Tag14559
00:24:45:E1:58:14560,Computer14560,Serial14560,Computer14560,Asset-Tag14560
00:24:45:E1:58:14561,Computer14561,Serial14561,Computer14561,Asset-Tag14561
00:24:45:E1:58:14562,Computer14562,Serial14562,Computer14562,Asset-Tag14562
00:24:45:E1:58:14563,Computer14563,Serial14563,Computer14563,Asset-Tag14563
00:24:45:E1:58:14564,Computer14564,Serial14564,Computer14564,Asset-Tag14564
00:24:45:E1:58:14565,Computer14565,Serial14565,Computer14565,Asset-Tag14565
00:24:45:E1:58:14566,Computer14566,Serial14566,Computer14566,Asset-Tag14566
00:24:45:E1:58:14567,Computer14567,Serial14567,Computer14567,Asset-Tag14567
00:24:45:E1:58:14568,Computer14568,Serial14568,Computer14568,Asset-Tag14568
00:24:45:E1:58:14569,Computer14569,Serial14569,Computer14569,Asset-Tag14569
00:24:45:E1:58:14570,Computer14570,Serial14570,Computer14570,Asset-Tag14570
00:24:45:E1:58:14571,Computer14571,Serial14571,Computer14571,Asset-Tag14571
00:24:45:E1:58:14572,Computer14572,Serial14572,Computer14572,Asset-Tag14572
00:24:45:E1:58:14573,Computer14573,Serial14573,Computer14573,Asset-Tag14573
00:24:45:E1:58:14574,Computer14574,Serial14574,Computer14574,Asset-Tag14574
00:24:45:E1:58:14575,Computer14575,Serial14575,Computer14575,Asset-Tag14575
00:24:45:E1:58:14576,Computer14576,Serial14576,Computer14576,Asset-Tag14576
00:24:45:E1:58:14577,Computer14577,Serial14577,Computer14577,Asset-Tag14577
00:24:45:E1:58:14578,Computer14578,Serial14578,Computer14578,Asset-Tag14578
00:24:45:E1:58:14579,Computer14579,Serial14579,Computer14579,Asset-Tag14579
00:24:45:E1:58:14580,Computer14580,Serial14580,Computer14580,Asset-Tag14580
00:24:45:E1:58:14581,Computer14581,Serial14581,Computer14581,Asset-Tag14581
00:24:45:E1:58:14582,Computer14582,Serial14582,Computer14582,Asset-Tag14582
00:24:45:E1:58:14583,Computer14583,Serial14583,Computer14583,Asset-Tag14583
00:24:45:E1:58:14584,Computer14584,Serial14584,Computer14584,Asset-Tag14584
00:24:45:E1:58:14585,Computer14585,Serial14585,Computer14585,Asset-Tag14585
00:24:45:E1:58:14586,Computer14586,Serial14586,Computer14586,Asset-Tag14586
00:24:45:E1:58:14587,Computer14587,Serial14587,Computer14587,Asset-Tag14587
00:24:45:E1:58:14588,Computer14588,Serial14588,Computer14588,Asset-Tag14588
00:24:45:E1:58:14589,Computer14589,Serial14589,Computer14589,Asset-Tag14589
00:24:45:E1:58:14590,Computer14590,Serial14590,Computer14590,Asset-Tag14590
00:24:45:E1:58:14591,Computer14591,Serial14591,Computer14591,Asset-Tag14591
00:24:45:E1:58:14592,Computer14592,Serial14592,Computer14592,Asset-Tag14592
00:24:45:E1:58:14593,Computer14593,Serial14593,Computer14593,Asset-Tag14593
00:24:45:E1:58:14594,Computer14594,Serial14594,Computer14594,Asset-Tag14594
00:24:45:E1:58:14595,Computer14595,Serial14595,Computer14595,Asset-Tag14595
00:24:45:E1:58:14596,Computer14596,Serial14596,Computer14596,Asset-Tag14596
00:24:45:E1:58:14597,Computer14597,Serial14597,Computer14597,Asset-Tag14597
00:24:45:E1:58:14598,Computer14598,Serial14598,Computer14598,Asset-Tag14598
00:24:45:E1:58:14599,Computer14599,Serial14599,Computer14599,Asset-Tag14599
00:24:45:E1:58:14600,Computer14600,Serial14600,Computer14600,Asset-Tag14600
00:24:45:E1:58:14601,Computer14601,Serial14601,Computer14601,Asset-Tag14601
00:24:45:E1:58:14602,Computer14602,Serial14602,Computer14602,Asset-Tag14602
00:24:45:E1:58:14603,Computer14603,Serial14603,Computer14603,Asset-Tag14603
00:24:45:E1:58:14604,Computer14604,Serial14604,Computer14604,Asset-Tag14604
00:24:45:E1:58:14605,Computer14605,Serial14605,Computer14605,Asset-Tag14605
00:24:45:E1:58:14606,Computer14606,Serial14606,Computer14606,Asset-Tag14606
00:24:45:E1:58:14607,Computer14607,Serial14607,Computer14607,Asset-Tag14607
00:24:45:E1:58:14608,Computer14608,Serial14608,Computer14608,Asset-Tag14608
00:24:45:E1:58:14609,Computer14609,Serial14609,Computer14609,Asset-Tag14609
00:24:45:E1:58:14610,Computer14610,Serial14610,Computer14610,Asset-Tag14610
00:24:45:E1:58:14611,Computer14611,Serial14611,Computer14611,Asset-Tag14611
00:24:45:E1:58:14612,Computer14612,Serial14612,Computer14612,Asset-Tag14612
00:24:45:E1:58:14613,Computer14613,Serial14613,Computer14613,Asset-Tag14613
00:24:45:E1:58:14614,Computer14614,Serial14614,Computer14614,Asset-Tag14614
00:24:45:E1:58:14615,Computer14615,Serial14615,Computer14615,Asset-Tag14615
00:24:45:E1:58:14616,Computer14616,Serial14616,Computer14616,Asset-Tag14616
00:24:45:E1:58:14617,Computer14617,Serial14617,Computer14617,Asset-Tag14617
00:24:45:E1:58:14618,Computer14618,Serial14618,Computer14618,Asset-Tag14618
00:24:45:E1:58:14619,Computer14619,Serial14619,Computer14619,Asset-Tag14619
00:24:45:E1:58:14620,Computer14620,Serial14620,Computer14620,Asset-Tag14620
00:24:45:E1:58:14621,Computer14621,Serial14621,Computer14621,Asset-Tag14621
00:24:45:E1:58:14622,Computer14622,Serial14622,Computer14622,Asset-Tag14622
00:24:45:E1:58:14623,Computer14623,Serial14623,Computer14623,Asset-Tag14623
00:24:45:E1:58:14624,Computer14624,Serial14624,Computer14624,Asset-Tag14624
00:24:45:E1:58:14625,Computer14625,Serial14625,Computer14625,Asset-Tag14625
00:24:45:E1:58:14626,Computer14626,Serial14626,Computer14626,Asset-Tag14626
00:24:45:E1:58:14627,Computer14627,Serial14627,Computer14627,Asset-Tag14627
00:24:45:E1:58:14628,Computer14628,Serial14628,Computer14628,Asset-Tag14628
00:24:45:E1:58:14629,Computer14629,Serial14629,Computer14629,Asset-Tag14629
00:24:45:E1:58:14630,Computer14630,Serial14630,Computer14630,Asset-Tag14630
00:24:45:E1:58:14631,Computer14631,Serial14631,Computer14631,Asset-Tag14631
00:24:45:E1:58:14632,Computer14632,Serial14632,Computer14632,Asset-Tag14632
00:24:45:E1:58:14633,Computer14633,Serial14633,Computer14633,Asset-Tag14633
00:24:45:E1:58:14634,Computer14634,Serial14634,Computer14634,Asset-Tag14634
00:24:45:E1:58:14635,Computer14635,Serial14635,Computer14635,Asset-Tag14635
00:24:45:E1:58:14636,Computer14636,Serial14636,Computer14636,Asset-Tag14636
00:24:45:E1:58:14637,Computer14637,Serial14637,Computer14637,Asset-Tag14637
00:24:45:E1:58:14638,Computer14638,Serial14638,Computer14638,Asset-Tag14638
00:24:45:E1:58:14639,Computer14639,Serial14639,Computer14639,Asset-Tag14639
00:24:45:E1:58:14640,Computer14640,Serial14640,Computer14640,Asset-Tag14640
00:24:45:E1:58:14641,Computer14641,Serial14641,Computer14641,Asset-Tag14641
00:24:45:E1:58:14642,Computer14642,Serial14642,Computer14642,Asset-Tag14642
00:24:45:E1:58:14643,Computer14643,Serial14643,Computer14643,Asset-Tag14643
00:24:45:E1:58:14644,Computer14644,Serial14644,Computer14644,Asset-Tag14644
00:24:45:E1:58:14645,Computer14645,Serial14645,Computer14645,Asset-Tag14645
00:24:45:E1:58:14646,Computer14646,Serial14646,Computer14646,Asset-Tag14646
00:24:45:E1:58:14647,Computer14647,Serial14647,Computer14647,Asset-Tag14647
00:24:45:E1:58:14648,Computer14648,Serial14648,Computer14648,Asset-Tag14648
00:24:45:E1:58:14649,Computer14649,Serial14649,Computer14649,Asset-Tag14649
00:24:45:E1:58:14650,Computer14650,Serial14650,Computer14650,Asset-Tag14650
00:24:45:E1:58:14651,Computer14651,Serial14651,Computer14651,Asset-Tag14651
00:24:45:E1:58:14652,Computer14652,Serial14652,Computer14652,Asset-Tag14652
00:24:45:E1:58:14653,Computer14653,Serial14653,Computer14653,Asset-Tag14653
00:24:45:E1:58:14654,Computer14654,Serial14654,Computer14654,Asset-Tag14654
00:24:45:E1:58:14655,Computer14655,Serial14655,Computer14655,Asset-Tag14655
00:24:45:E1:58:14656,Computer14656,Serial14656,Computer14656,Asset-Tag14656
00:24:45:E1:58:14657,Computer14657,Serial14657,Computer14657,Asset-Tag14657
00:24:45:E1:58:14658,Computer14658,Serial14658,Computer14658,Asset-Tag14658
00:24:45:E1:58:14659,Computer14659,Serial14659,Computer14659,Asset-Tag14659
00:24:45:E1:58:14660,Computer14660,Serial14660,Computer14660,Asset-Tag14660
00:24:45:E1:58:14661,Computer14661,Serial14661,Computer14661,Asset-Tag14661
00:24:45:E1:58:14662,Computer14662,Serial14662,Computer14662,Asset-Tag14662
00:24:45:E1:58:14663,Computer14663,Serial14663,Computer14663,Asset-Tag14663
00:24:45:E1:58:14664,Computer14664,Serial14664,Computer14664,Asset-Tag14664
00:24:45:E1:58:14665,Computer14665,Serial14665,Computer14665,Asset-Tag14665
00:24:45:E1:58:14666,Computer14666,Serial14666,Computer14666,Asset-Tag14666
00:24:45:E1:58:14667,Computer14667,Serial14667,Computer14667,Asset-Tag14667
00:24:45:E1:58:14668,Computer14668,Serial14668,Computer14668,Asset-Tag14668
00:24:45:E1:58:14669,Computer14669,Serial14669,Computer14669,Asset-Tag14669
00:24:45:E1:58:14670,Computer14670,Serial14670,Computer14670,Asset-Tag14670
00:24:45:E1:58:14671,Computer14671,Serial14671,Computer14671,Asset-Tag14671
00:24:45:E1:58:14672,Computer14672,Serial14672,Computer14672,Asset-Tag14672
00:24:45:E1:58:14673,Computer14673,Serial14673,Computer14673,Asset-Tag14673
00:24:45:E1:58:14674,Computer14674,Serial14674,Computer14674,Asset-Tag14674
00:24:45:E1:58:14675,Computer14675,Serial14675,Computer14675,Asset-Tag14675
00:24:45:E1:58:14676,Computer14676,Serial14676,Computer14676,Asset-Tag14676
00:24:45:E1:58:14677,Computer14677,Serial14677,Computer14677,Asset-Tag14677
00:24:45:E1:58:14678,Computer14678,Serial14678,Computer14678,Asset-Tag14678
00:24:45:E1:58:14679,Computer14679,Serial14679,Computer14679,Asset-Tag14679
00:24:45:E1:58:14680,Computer14680,Serial14680,Computer14680,Asset-Tag14680
00:24:45:E1:58:14681,Computer14681,Serial14681,Computer14681,Asset-Tag14681
00:24:45:E1:58:14682,Computer14682,Serial14682,Computer14682,Asset-Tag14682
00:24:45:E1:58:14683,Computer14683,Serial14683,Computer14683,Asset-Tag14683
00:24:45:E1:58:14684,Computer14684,Serial14684,Computer14684,Asset-Tag14684
00:24:45:E1:58:14685,Computer14685,Serial14685,Computer14685,Asset-Tag14685
00:24:45:E1:58:14686,Computer14686,Serial14686,Computer14686,Asset-Tag14686
00:24:45:E1:58:14687,Computer14687,Serial14687,Computer14687,Asset-Tag14687
00:24:45:E1:58:14688,Computer14688,Serial14688,Computer14688,Asset-Tag14688
00:24:45:E1:58:14689,Computer14689,Serial14689,Computer14689,Asset-Tag14689
00:24:45:E1:58:14690,Computer14690,Serial14690,Computer14690,Asset-Tag14690
00:24:45:E1:58:14691,Computer14691,Serial14691,Computer14691,Asset-Tag14691
00:24:45:E1:58:14692,Computer14692,Serial14692,Computer14692,Asset-Tag14692
00:24:45:E1:58:14693,Computer14693,Serial14693,Computer14693,Asset-Tag14693
00:24:45:E1:58:14694,Computer14694,Serial14694,Computer14694,Asset-Tag14694
00:24:45:E1:58:14695,Computer14695,Serial14695,Computer14695,Asset-Tag14695
00:24:45:E1:58:14696,Computer14696,Serial14696,Computer14696,Asset-Tag14696
00:24:45:E1:58:14697,Computer14697,Serial14697,Computer14697,Asset-Tag14697
00:24:45:E1:58:14698,Computer14698,Serial14698,Computer14698,Asset-Tag14698
00:24:45:E1:58:14699,Computer14699,Serial14699,Computer14699,Asset-Tag14699
00:24:45:E1:58:14700,Computer14700,Serial14700,Computer14700,Asset-Tag14700
00:24:45:E1:58:14701,Computer14701,Serial14701,Computer14701,Asset-Tag14701
00:24:45:E1:58:14702,Computer14702,Serial14702,Computer14702,Asset-Tag14702
00:24:45:E1:58:14703,Computer14703,Serial14703,Computer14703,Asset-Tag14703
00:24:45:E1:58:14704,Computer14704,Serial14704,Computer14704,Asset-Tag14704
00:24:45:E1:58:14705,Computer14705,Serial14705,Computer14705,Asset-Tag14705
00:24:45:E1:58:14706,Computer14706,Serial14706,Computer14706,Asset-Tag14706
00:24:45:E1:58:14707,Computer14707,Serial14707,Computer14707,Asset-Tag14707
00:24:45:E1:58:14708,Computer14708,Serial14708,Computer14708,Asset-Tag14708
00:24:45:E1:58:14709,Computer14709,Serial14709,Computer14709,Asset-Tag14709
00:24:45:E1:58:14710,Computer14710,Serial14710,Computer14710,Asset-Tag14710
00:24:45:E1:58:14711,Computer14711,Serial14711,Computer14711,Asset-Tag14711
00:24:45:E1:58:14712,Computer14712,Serial14712,Computer14712,Asset-Tag14712
00:24:45:E1:58:14713,Computer14713,Serial14713,Computer14713,Asset-Tag14713
00:24:45:E1:58:14714,Computer14714,Serial14714,Computer14714,Asset-Tag14714
00:24:45:E1:58:14715,Computer14715,Serial14715,Computer14715,Asset-Tag14715
00:24:45:E1:58:14716,Computer14716,Serial14716,Computer14716,Asset-Tag14716
00:24:45:E1:58:14717,Computer14717,Serial14717,Computer14717,Asset-Tag14717
00:24:45:E1:58:14718,Computer14718,Serial14718,Computer14718,Asset-Tag14718
00:24:45:E1:58:14719,Computer14719,Serial14719,Computer14719,Asset-Tag14719
00:24:45:E1:58:14720,Computer14720,Serial14720,Computer14720,Asset-Tag14720
00:24:45:E1:58:14721,Computer14721,Serial14721,Computer14721,Asset-Tag14721
00:24:45:E1:58:14722,Computer14722,Serial14722,Computer14722,Asset-Tag14722
00:24:45:E1:58:14723,Computer14723,Serial14723,Computer14723,Asset-Tag14723
00:24:45:E1:58:14724,Computer14724,Serial14724,Computer14724,Asset-Tag14724
00:24:45:E1:58:14725,Computer14725,Serial14725,Computer14725,Asset-Tag14725
00:24:45:E1:58:14726,Computer14726,Serial14726,Computer14726,Asset-Tag14726
00:24:45:E1:58:14727,Computer14727,Serial14727,Computer14727,Asset-Tag14727
00:24:45:E1:58:14728,Computer14728,Serial14728,Computer14728,Asset-Tag14728
00:24:45:E1:58:14729,Computer14729,Serial14729,Computer14729,Asset-Tag14729
00:24:45:E1:58:14730,Computer14730,Serial14730,Computer14730,Asset-Tag14730
00:24:45:E1:58:14731,Computer14731,Serial14731,Computer14731,Asset-Tag14731
00:24:45:E1:58:14732,Computer14732,Serial14732,Computer14732,Asset-Tag14732
00:24:45:E1:58:14733,Computer14733,Serial14733,Computer14733,Asset-Tag14733
00:24:45:E1:58:14734,Computer14734,Serial14734,Computer14734,Asset-Tag14734
00:24:45:E1:58:14735,Computer14735,Serial14735,Computer14735,Asset-Tag14735
00:24:45:E1:58:14736,Computer14736,Serial14736,Computer14736,Asset-Tag14736
00:24:45:E1:58:14737,Computer14737,Serial14737,Computer14737,Asset-Tag14737
00:24:45:E1:58:14738,Computer14738,Serial14738,Computer14738,Asset-Tag14738
00:24:45:E1:58:14739,Computer14739,Serial14739,Computer14739,Asset-Tag14739
00:24:45:E1:58:14740,Computer14740,Serial14740,Computer14740,Asset-Tag14740
00:24:45:E1:58:14741,Computer14741,Serial14741,Computer14741,Asset-Tag14741
00:24:45:E1:58:14742,Computer14742,Serial14742,Computer14742,Asset-Tag14742
00:24:45:E1:58:14743,Computer14743,Serial14743,Computer14743,Asset-Tag14743
00:24:45:E1:58:14744,Computer14744,Serial14744,Computer14744,Asset-Tag14744
00:24:45:E1:58:14745,Computer14745,Serial14745,Computer14745,Asset-Tag14745
00:24:45:E1:58:14746,Computer14746,Serial14746,Computer14746,Asset-Tag14746
00:24:45:E1:58:14747,Computer14747,Serial14747,Computer14747,Asset-Tag14747
00:24:45:E1:58:14748,Computer14748,Serial14748,Computer14748,Asset-Tag14748
00:24:45:E1:58:14749,Computer14749,Serial14749,Computer14749,Asset-Tag14749
00:24:45:E1:58:14750,Computer14750,Serial14750,Computer14750,Asset-Tag14750
00:24:45:E1:58:14751,Computer14751,Serial14751,Computer14751,Asset-Tag14751
00:24:45:E1:58:14752,Computer14752,Serial14752,Computer14752,Asset-Tag14752
00:24:45:E1:58:14753,Computer14753,Serial14753,Computer14753,Asset-Tag14753
00:24:45:E1:58:14754,Computer14754,Serial14754,Computer14754,Asset-Tag14754
00:24:45:E1:58:14755,Computer14755,Serial14755,Computer14755,Asset-Tag14755
00:24:45:E1:58:14756,Computer14756,Serial14756,Computer14756,Asset-Tag14756
00:24:45:E1:58:14757,Computer14757,Serial14757,Computer14757,Asset-Tag14757
00:24:45:E1:58:14758,Computer14758,Serial14758,Computer14758,Asset-Tag14758
00:24:45:E1:58:14759,Computer14759,Serial14759,Computer14759,Asset-Tag14759
00:24:45:E1:58:14760,Computer14760,Serial14760,Computer14760,Asset-Tag14760
00:24:45:E1:58:14761,Computer14761,Serial14761,Computer14761,Asset-Tag14761
00:24:45:E1:58:14762,Computer14762,Serial14762,Computer14762,Asset-Tag14762
00:24:45:E1:58:14763,Computer14763,Serial14763,Computer14763,Asset-Tag14763
00:24:45:E1:58:14764,Computer14764,Serial14764,Computer14764,Asset-Tag14764
00:24:45:E1:58:14765,Computer14765,Serial14765,Computer14765,Asset-Tag14765
00:24:45:E1:58:14766,Computer14766,Serial14766,Computer14766,Asset-Tag14766
